-2.500000000000000139e-02 9.999485742480699324e-01 2.999999999999999737e-04
-2.483333333333333573e-02 9.996438456643217396e-01 2.999999999999999737e-04
-2.466666666666666660e-02 9.999824451111581913e-01 2.999999999999999737e-04
-2.450000000000000094e-02 1.000495398458216334e+00 2.999999999999999737e-04
-2.433333333333333529e-02 9.998985272601873531e-01 2.999999999999999737e-04
-2.416666666666666963e-02 9.998565407462447485e-01 2.999999999999999737e-04
-2.400000000000000050e-02 9.996681401836853276e-01 2.999999999999999737e-04
-2.383333333333333484e-02 9.999541559488592801e-01 2.999999999999999737e-04
-2.366666666666666918e-02 9.999271829833050740e-01 2.999999999999999737e-04
-2.350000000000000006e-02 1.000032013541160891e+00 2.999999999999999737e-04
-2.333333333333333440e-02 9.997533849089347280e-01 2.999999999999999737e-04
-2.316666666666666874e-02 1.000218561340752377e+00 2.999999999999999737e-04
-2.299999999999999961e-02 9.996790029058584270e-01 2.999999999999999737e-04
-2.283333333333333395e-02 9.998520159080720449e-01 2.999999999999999737e-04
-2.266666666666666829e-02 9.999144426896597881e-01 2.999999999999999737e-04
-2.249999999999999917e-02 9.999577591008055322e-01 2.999999999999999737e-04
-2.233333333333333351e-02 1.000173490309095969e+00 2.999999999999999737e-04
-2.216666666666666785e-02 9.997270931557609153e-01 2.999999999999999737e-04
-2.200000000000000219e-02 1.000248346001207711e+00 2.999999999999999737e-04
-2.183333333333333307e-02 9.996871183710898112e-01 2.999999999999999737e-04
-2.166666666666666741e-02 9.998725379302816352e-01 2.999999999999999737e-04
-2.150000000000000175e-02 9.998562997153384035e-01 2.999999999999999737e-04
-2.133333333333333609e-02 9.996283220793568125e-01 2.999999999999999737e-04
-2.116666666666666696e-02 9.997535687666995186e-01 2.999999999999999737e-04
-2.100000000000000130e-02 1.000170162209126579e+00 2.999999999999999737e-04
-2.083333333333333565e-02 9.991366853672548620e-01 2.999999999999999737e-04
-2.066666666666666652e-02 1.000500209321246059e+00 2.999999999999999737e-04
-2.050000000000000086e-02 1.000173902260371062e+00 2.999999999999999737e-04
-2.033333333333333520e-02 1.000340155261928654e+00 2.999999999999999737e-04
-2.016666666666666607e-02 9.998482076327919188e-01 2.999999999999999737e-04
-2.000000000000000042e-02 9.997485479881330628e-01 2.999999999999999737e-04
-1.983333333333333476e-02 1.000047344278727435e+00 2.999999999999999737e-04
-1.966666666666666563e-02 9.999895139670121891e-01 2.999999999999999737e-04
-1.949999999999999997e-02 1.000042650443309311e+00 2.999999999999999737e-04
-1.933333333333333431e-02 9.999456855881936335e-01 2.999999999999999737e-04
-1.916666666666666519e-02 1.000111609967733406e+00 2.999999999999999737e-04
-1.899999999999999953e-02 9.997375757238021743e-01 2.999999999999999737e-04
-1.883333333333333387e-02 9.997025247138395798e-01 2.999999999999999737e-04
-1.866666666666666821e-02 9.999901556938470826e-01 2.999999999999999737e-04
-1.850000000000000255e-02 9.997640500362189320e-01 2.999999999999999737e-04
-1.833333333333333343e-02 9.993967246888875167e-01 2.999999999999999737e-04
-1.816666666666666777e-02 9.997881161147551543e-01 2.999999999999999737e-04
-1.800000000000000211e-02 1.000199524234397286e+00 2.999999999999999737e-04
